102,22.175837,-29.59638
112,22.09376,-26.281614
124,22.972652,-20.595028
137,22.244026,-25.586819
176,25.607843,-24.855791
180,19.892715,-28.653368
188,22.977875,-26.056688
209,24.459864,-29.630877
227,22.976265,-20.59801
231,26.225042,-24.46014
235,26.436844,-26.38732
239,25.355852,-24.38185
243,20.321894,-31.526186
246,27.096188,-25.352419
248,17.910833,-25.546448
249,17.910782,-25.546494
259,24.55154,-29.668018
267,27.22851,-26.249207
268,24.571266,-30.801031
269,24.99664,-29.553633
299,25.769697,-29.463335
305,27.282934,-25.614933
307,22.659216,-29.592619
310,21.957048,-20.35659
311,26.813286,-24.846964
345,27.503342,-25.257397
352,22.103374,-30.875395
359,21.974037,-20.376461
391,26.262709,-27.14713
449,26.33288,-32.417286
450,26.333237,-32.41797
48,18.81594,-29.524685
489,26.263287,-25.63402
490,26.270315,-25.632214
497,26.264591,-25.633724
51,25.566422,-24.864218
52,20.284767,-28.220276
54,22.13337,-25.034346
545,25.95059,-24.468077
546,25.95059,-24.468077
548,22.824823,-27.10842
549,22.819576,-27.108423
550,22.783957,-24.935484
551,22.978474,-24.890139
552,22.59667,-24.775854
555,22.531149,-28.290863
557,22.561592,-28.690214
56,22.215796,-30.799969
565,22.65977,-28.649927
58,22.757694,-26.76177
595,17.459337,-25.186787
604,26.806458,-26.562397
609,22.063614,-31.613222
624,29.479136,-23.389303
627,29.42456,-23.413248
628,29.411585,-23.418379
641,20.498795,-29.720467
657,21.535378,-29.012354
658,21.53454,-29.012691
665,26.710115,-23.49686
666,26.710115,-23.49686
667,26.710115,-23.49686
668,26.8589,-19.900764
669,26.859015,-19.900793
670,26.859009,-19.900822
698,22.27477,-28.993431
709,25.68868,-23.986223
714,22.777033,-25.553104
716,21.923813,-28.1256
717,20.532042,-24.219498
718,22.445528,-25.03494
88,25.739573,-22.773361
49,25.894009,-27.111164
733,25.589958,-27.100082
