113,-17.691683,9.3792925
114,-17.691938,9.379353
118,-17.6891,9.378513
125,-24.600512,9.947942
127,-24.600794,9.948791
167,-33.11899,3.7299094
177,-32.222576,13.538982
186,-27.812437,7.155208
189,-24.328266,12.575053
201,-28.64488,7.837077
202,-27.585596,8.457753
203,-26.444592,8.785295
205,-29.330637,8.136715
208,-18.544,4.419011
210,-21.511333,12.584578
215,-27.31235,8.728489
216,-21.51002,12.585343
217,-23.848377,5.9693985
236,-26.758175,6.6162696
237,-34.040173,14.26319
245,-27.373512,10.231901
251,-22.505281,4.914847
270,-21.679731,16.077084
272,-21.681334,16.077082
273,-28.042282,11.338883
275,-25.007088,6.2386446
279,-24.322807,4.8125954
281,-24.533844,6.142563
285,-28.53351,8.950596
291,-21.680513,16.077085
294,-18.595081,4.405935
300,-25.84226,6.333397
317,-29.54658,9.351401
320,-27.255041,5.269303
321,-27.738028,7.9062204
322,-27.197592,7.9276943
323,-27.32295,8.736766
339,-26.995586,8.321074
340,-27.739368,7.9123826
341,-27.345545,5.805132
342,-28.38206,9.27138
353,-26.03853,16.502628
354,-25.990778,15.901222
355,-25.990425,15.901548
356,-26.437387,15.840472
357,-26.722271,16.314491
358,-26.73209,15.994924
360,-26.681042,16.421976
361,-25.854876,16.225075
362,-26.051693,16.512903
403,-31.20116,6.228866
405,-30.534464,6.334525
406,-32.07453,6.342853
407,-31.055958,5.5769672
408,-30.425344,5.573885
409,-30.61771,5.791316
410,-31.366814,4.834809
411,-31.024162,4.818743
423,-29.767897,6.1389613
424,-31.298357,7.4535184
426,-30.21262,5.1908493
427,-32.07656,6.3389893
428,-31.758274,6.710858
429,-31.643795,6.7467747
430,-30.182734,5.0651245
431,-30.928236,5.5596213
432,-30.485586,4.759817
433,-31.537855,5.304137
439,-30.778687,4.7130485
441,-31.534441,5.267168
445,-29.506134,5.862217
464,-31.697374,3.1883397
467,-20.997469,10.120772
470,-27.350773,6.0754404
472,-27.19059,9.134769
476,-20.855228,7.9351635
477,-20.855747,7.9339094
514,-29.642801,9.937673
515,-24.33034,10.523311
523,-28.526436,8.96065
524,-24.86993,9.840811
535,-24.363173,10.358063
554,-25.100876,13.138816
556,-27.7791,8.163949
560,-29.550104,9.352154
566,-29.547768,9.35478
567,-26.997366,8.25352
568,-23.991741,10.684194
597,-22.908594,5.396732
598,-22.908772,5.3963995
607,-23.265438,9.869669
63,-25.641634,10.330345
643,-28.382296,9.275231
645,-25.076391,13.077138
648,-25.096247,13.042143
649,-27.36893,7.8152423
671,-18.013012,13.060482
672,-21.500965,4.588516
673,-21.501146,4.588901
674,-21.501772,4.5885763
675,-21.500244,4.5880575
678,-18.015438,13.05857
697,-24.816086,12.348497
699,-24.053097,2.7256544
700,-24.024397,2.7582831
703,-25.100775,7.6806583
722,-24.432526,2.5021484
724,-26.251566,7.404246
81,-33.109184,4.545568
86,-21.282148,1.8920453
324,-27.45806,0.94987404
325,-26.93154,1.8399432
326,-28.37941,1.3339024
327,-27.824818,0.9116634
328,-27.154444,1.1642853
329,-27.607882,1.692679
330,-28.363892,1.7400411
331,-27.016,2.0824618
332,-26.962667,1.4379674
333,-28.13701,1.0960077
334,-27.698133,1.6008863
335,-28.23854,2.028413
336,-27.958378,2.2969558
337,-27.303099,2.3753107
338,-27.643064,2.3827322
582,-33.204517,13.731505
583,-33.33182,13.386501
584,-33.33558,13.368514
585,-32.634075,12.951131
586,-32.63546,12.953897
587,-32.437923,13.703328
588,-32.43898,13.703805
589,-32.369076,13.026672
590,-32.159424,13.238146
