106,-24.448133,-4.3953385
107,-22.21187,-2.2011745
109,-22.196707,-2.1611106
120,-23.03903,-8.097205
121,-23.037243,-8.097632
122,-23.035408,-8.095407
129,-23.081354,-4.2605267
131,-23.079044,-4.2487054
138,-24.29283,-0.9679117
14,-20.491076,-1.9086875
142,-11.260393,1.6068616
143,-11.234641,1.6186931
191,-22.53264,-2.9778793
192,-22.534231,-2.9884439
195,-28.73471,-4.0905786
2,-17.863094,0.98694825
200,-19.75965,-0.22134146
204,-24.43946,-0.31594592
207,-15.145087,-7.6733723
214,-24.360456,-0.19574057
218,-19.655056,2.620546
225,-16.85654,-1.2439866
240,-29.712591,-3.853932
241,-14.701547,-2.2947679
242,-14.701547,-2.2947679
25,-19.17162,1.2591435
252,-29.727278,-3.8506234
284,-13.2780285,-9.433923
286,-29.727001,-3.8506236
288,-15.167024,-0.48956183
290,-15.161808,-0.48475686
3,-17.555725,0.94523567
306,-29.797132,-3.8357875
344,-16.631844,-1.1573752
349,-20.69945,-5.3387485
363,-29.451458,-10.285124
364,-29.525743,-10.4579935
366,-12.096839,-2.9371827
368,-12.39867,-2.876279
37,-31.740082,-9.517202
370,-30.404556,-10.473248
372,-30.445585,-10.323812
373,-30.387556,-9.998421
374,-11.94249,-3.1172318
375,-29.71633,-9.803943
376,-11.992446,-3.2027626
377,-30.002466,-10.633362
378,-30.246147,-9.763483
379,-15.949382,-9.693842
38,-31.74447,-9.515298
380,-15.937774,-9.663522
383,-29.661995,-9.854194
387,-30.039865,-9.655076
388,-30.007586,-10.645126
412,-15.598812,-8.826142
414,-20.352146,1.3670118
444,-24.504969,-2.445581
446,-17.137402,-2.7392144
451,-24.13231,-2.2751992
452,-24.136684,-2.2737956
454,-24.13231,-2.2751992
455,-24.507092,-2.4350579
456,-24.51005,-2.4633842
457,-24.166677,-2.7660933
458,-19.438337,1.3814812
459,-19.450142,1.4185113
469,-16.580858,-8.249754
518,-16.524715,-8.28448
519,-15.867194,-8.66702
520,-16.419077,-8.704143
521,-15.609335,-8.95362
522,-16.719088,-8.640866
553,-20.3715,-4.2682686
600,-14.839363,-2.2436793
605,-20.900738,-6.1809955
615,-14.532363,7.537691
616,-14.532645,7.5374126
625,-3.3266346,0.5899212
626,-3.326071,0.58837897
70,-21.572271,-4.118317
701,-19.10015,0.6648225
712,-16.927721,-2.230096
79,-12.814299,-2.7292948
83,-12.983437,-3.5303268
84,-12.983716,-3.529898
85,-12.982821,-3.5306566
89,-19.882416,-4.1322637
91,-20.442556,-0.129802
92,-23.902533,-0.2999098
93,-20.115137,-0.66912276
94,-20.880745,-4.5804987
96,-20.599604,-0.20047942
735,-7.924267,-2.5138547
736,-7.894051,-2.5052645
737,-7.7873845,-2.4795418
738,-7.787732,-2.479473
739,-7.787732,-2.479473
