223,-3.4864242,17.571129
238,-3.8899343,16.427547
346,-3.5882478,18.141855
347,-3.3325198,18.008307
348,-2.9875216,17.821436
4,-2.1471624,20.27813
465,-4.1198235,15.794217
561,-4.7251554,14.241514
563,-4.731603,14.25005
591,-4.722814,13.79566
629,-2.809033,18.904423
630,-3.4540336,19.235163
631,-2.8186572,18.90718
632,-1.966319,19.249214
633,-2.8518655,19.754206
634,-3.1865814,19.696886
635,-1.9393761,18.870047
636,-2.3730614,18.541468
637,-2.210433,19.44708
638,-3.3877447,19.142874
639,-2.5901504,19.481443
640,-2.1516423,18.487135
654,-4.168218,15.566215
